Frame,Chain,MgID,WaterID,ListResids,ListResnames,ListAtoms
606,PP1,310,4054,54 60,POPE POPG, O11 O13 P
606,PP1,310,4452,60 76,POPE, O11 O13 P
606,PP1,323,5514,,, 
606,PP1,323,5539,5,POPE, HN1 O14
606,PP1,323,5586,5,POPE, O14
607,PP1,310,3739,,, 
607,PP1,310,4054,54 60,POPE POPG, O12 O13 P
607,PP1,310,4452,60 76,POPE, O13
607,PP1,323,5514,,, 
607,PP1,323,5539,5,POPE, HN3 O14
607,PP1,323,5586,5,POPE, O14
608,PP1,310,3739,53,POPE, O13 P
608,PP1,310,4054,54 60,POPE POPG, O13 P
608,PP1,310,4452,60 76,POPE, O13 P
608,PP1,323,5514,,, 
608,PP1,323,5539,5,POPE, HN2 O14
608,PP1,323,5586,5,POPE, O14
609,PP1,310,3739,53,POPE, O13 P
609,PP1,310,4054,54 60,POPE POPG, O13 P
609,PP1,310,4452,60 76,POPE, O13 P
609,PP1,323,5514,,, 
609,PP1,323,5539,5,POPE, HN2 O14
609,PP1,323,5586,5,POPE, O14
610,PP1,310,3739,,, 
610,PP1,310,4054,54 60,POPE POPG, O13 P
610,PP1,310,4452,60 76,POPE, O13 P
610,PP1,323,5514,,, 
610,PP1,323,5539,5,POPE, O14
610,PP1,323,5586,5,POPE, O13 O14
611,PP1,310,3739,,, 
611,PP1,310,4054,54 60,POPE POPG, O13 P
611,PP1,310,4452,60 76,POPE, O11 O13 P
611,PP1,323,5514,,, 
611,PP1,323,5539,5,POPE, O14
611,PP1,323,5586,5,POPE, O14
612,PP1,310,3739,,, 
612,PP1,310,4054,54 60,POPE POPG, O13 OC3
612,PP1,310,4452,60 76,POPE, O11 O13 O14 P
612,PP1,323,5514,,, 
612,PP1,323,5539,5,POPE, O14
612,PP1,323,5586,5,POPE, O14
613,PP1,310,3739,,, 
613,PP1,310,4054,54 60,POPE POPG, O13 P
613,PP1,310,4452,60 76,POPE, O11 O13 O14 P
613,PP1,323,5514,,, 
613,PP1,323,5539,5,POPE, HN2 O14
613,PP1,323,5586,5,POPE, O14
614,PP1,310,3739,,, 
614,PP1,310,4054,54 60,POPE POPG, O11 O13 P
614,PP1,310,4452,60 76,POPE, O13
614,PP1,323,5514,,, 
614,PP1,323,5539,5,POPE, HN3 O14
614,PP1,323,5586,5,POPE, O14
615,PP1,310,3739,,, 
615,PP1,310,4054,54 60,POPE POPG, O13 P
615,PP1,310,4452,60 76,POPE, O11 O13 O14 P
615,PP1,323,5514,,, 
615,PP1,323,5539,5,POPE, O14
615,PP1,323,5586,5,POPE, O14
616,PP1,310,3739,,, 
616,PP1,310,4054,54 60,POPE POPG, O13 P
616,PP1,310,4452,60,POPE, O13
616,PP1,323,5514,,, 
616,PP1,323,5539,5,POPE, O14
616,PP1,323,5586,5,POPE, O14
617,PP1,310,3739,53 54,POPE POPG, O11 O13
617,PP1,310,4054,54 60,POPE POPG, O13 P
617,PP1,310,4452,60,POPE, O13
617,PP1,323,5514,,, 
617,PP1,323,5539,5,POPE, O14
617,PP1,323,5586,5,POPE, O14
618,PP1,310,3739,53,POPE, O13 P
618,PP1,310,4054,54 60,POPE POPG, O13
618,PP1,310,4452,60,POPE, O13
618,PP1,323,5514,,, 
618,PP1,323,5539,5,POPE, HN3 O12 O14
618,PP1,323,5586,5,POPE, O14
619,PP1,310,3739,53,POPE, O11 O13 P
619,PP1,310,4054,54 60,POPE POPG, O13
619,PP1,310,4452,60,POPE, O13
619,PP1,323,5514,,, 
619,PP1,323,5539,5,POPE, HN2 O12 O14
619,PP1,323,5586,5,POPE, O14
620,PP1,310,3739,53,POPE, O13 P
620,PP1,310,4054,54 60,POPE POPG, O12 O13 P
620,PP1,310,4452,60,POPE, O13
620,PP1,323,5514,,, 
620,PP1,323,5539,5,POPE, O14
620,PP1,323,5586,5,POPE, O14
621,PP1,310,3739,,, 
621,PP1,310,4054,54 60,POPE POPG, O13 O14 P
621,PP1,310,4452,60,POPE, O13
621,PP1,323,5514,,, 
621,PP1,323,5539,5,POPE, O14
621,PP1,323,5586,5,POPE, O14
622,PP1,310,3739,,, 
622,PP1,310,4054,54 60,POPE POPG, O13 P
622,PP1,310,4452,60,POPE, O13
622,PP1,323,5514,,, 
622,PP1,323,5539,5,POPE, O12 O14
622,PP1,323,5586,122 5,POPE, HN3 O14
623,PP1,310,3739,,, 
623,PP1,310,4054,60,POPE, O13
623,PP1,310,4452,60 76,POPE, O13 O14 P
623,PP1,323,5514,,, 
623,PP1,323,5539,5,POPE, O14
623,PP1,323,5586,5,POPE, O14
624,PP1,310,3739,,, 
624,PP1,310,4054,54 60,POPE POPG, O13 OC3
624,PP1,310,4452,60 76,POPE, O13 P
624,PP1,323,5514,,, 
624,PP1,323,5539,5,POPE, HN2 O14
624,PP1,323,5586,5,POPE, O14
625,PP1,310,3739,,, 
625,PP1,310,4054,54 60,POPE POPG, O13 OC3
625,PP1,310,4452,60,POPE, O13
625,PP1,323,5514,,, 
625,PP1,323,5539,5,POPE, O14
625,PP1,323,5586,5,POPE, O14
626,PP1,310,3739,,, 
626,PP1,310,4054,54 60,POPE POPG, O13
626,PP1,310,4452,60,POPE, O13
626,PP1,323,5514,,, 
626,PP1,323,5539,5,POPE, O14
626,PP1,323,5586,5,POPE, O14
627,PP1,310,3739,,, 
627,PP1,310,4054,54 60,POPE POPG, O11 O13 P
627,PP1,310,4452,60 76,POPE, O13 P
627,PP1,323,5514,,, 
627,PP1,323,5539,5,POPE, O12 O14
627,PP1,323,5586,5,POPE, O14
628,PP1,310,3739,76,POPE, O11 O12 O13 P
628,PP1,310,4054,54 60,POPE POPG, O13 P
628,PP1,310,4452,60 76,POPE, O11 O13
628,PP1,323,5514,,, 
628,PP1,323,5539,5,POPE, HN3 O14
628,PP1,323,5586,5,POPE, O14
629,PP1,310,3739,76,POPE, O12
629,PP1,310,4054,54 60,POPE POPG, O13 O14 P
629,PP1,310,4452,21 60 76,POPE POPG, O11 O13 OC2 P
629,PP1,323,5514,,, 
629,PP1,323,5539,5,POPE, O14
629,PP1,323,5586,5,POPE, O14
630,PP1,310,3739,76,POPE, O11
630,PP1,310,4054,60,POPE, O13
630,PP1,310,4452,21 60 76,POPE POPG, O11 O13 OC2 P
630,PP1,323,5514,,, 
630,PP1,323,5539,5,POPE, O14
630,PP1,323,5586,5,POPE, O14
631,PP1,310,3739,76,POPE, O13
631,PP1,310,4054,54 60,POPE POPG, O13 OC2
631,PP1,310,4452,21 60 76,POPE POPG, O11 O13 OC2 P
631,PP1,323,5514,,, 
631,PP1,323,5539,5,POPE, O14
631,PP1,323,5586,5,POPE, O14
632,PP1,310,3739,76,POPE, HN2 HN3 N
632,PP1,310,4054,60,POPE, O13
632,PP1,310,4452,21 60 76,POPE POPG, O12 O13 OC2 P
632,PP1,323,5514,,, 
632,PP1,323,5539,5,POPE, O14
632,PP1,323,5586,5,POPE, O14
633,PP1,310,3739,,, 
633,PP1,310,4054,60,POPE, O13
633,PP1,310,4452,60 76,POPE, O13 P
633,PP1,323,5514,,, 
633,PP1,323,5539,5,POPE, O14
633,PP1,323,5586,5,POPE, O14
634,PP1,310,3739,76,POPE, O13 P
634,PP1,310,4054,60,POPE, O13
634,PP1,310,4452,60 76,POPE, O11 O13 P
634,PP1,323,5514,,, 
634,PP1,323,5539,5,POPE, O14
634,PP1,323,5586,5,POPE, O14
635,PP1,310,3739,76,POPE, O13 P
635,PP1,310,4054,60,POPE, O13
635,PP1,310,4452,60,POPE, O13
635,PP1,323,5514,,, 
635,PP1,323,5539,5,POPE, O14
635,PP1,323,5586,5,POPE, O14
636,PP1,310,3739,76,POPE, O13
636,PP1,310,4054,54 60,POPE POPG, O13 OC3
636,PP1,310,4452,21 60 76,POPE POPG, O13 O14 OC2 P
636,PP1,323,5514,,, 
636,PP1,323,5539,5,POPE, O14
636,PP1,323,5586,5,POPE, O14
637,PP1,310,3739,76,POPE, HN2 HN3
637,PP1,310,4054,60,POPE, O13
637,PP1,310,4452,21 60 76,POPE POPG, O12 O13 OC2 P
637,PP1,323,5514,,, 
637,PP1,323,5539,5,POPE, O14
637,PP1,323,5586,5,POPE, O14
638,PP1,310,3739,,, 
638,PP1,310,4054,60,POPE, O13 O14
638,PP1,310,4452,60 76,POPE, O13 P
638,PP1,323,5514,,, 
638,PP1,323,5539,5,POPE, O14
638,PP1,323,5586,5,POPE, O14
639,PP1,310,3739,,, 
639,PP1,310,4054,60,POPE, O13 O14 P
639,PP1,310,4452,21 60 76,POPE POPG, O11 O12 O13 OC2 P
639,PP1,323,5514,,, 
639,PP1,323,5539,5,POPE, O14
639,PP1,323,5586,5,POPE, O14
640,PP1,310,3739,76,POPE, O13
640,PP1,310,4054,60,POPE, O13
640,PP1,310,4452,60 76,POPE, O11 O13
640,PP1,323,5514,,, 
640,PP1,323,5539,5,POPE, O14
640,PP1,323,5586,5,POPE, O13 O14
641,PP1,310,3739,76,POPE, HN3 O13
641,PP1,310,4054,60,POPE, O13
641,PP1,310,4452,60 76,POPE, O11 O13 P
641,PP1,323,5514,,, 
641,PP1,323,5539,5,POPE, O14
641,PP1,323,5586,5,POPE, O14
642,PP1,310,3739,,, 
642,PP1,310,4054,60,POPE, O13 O14
642,PP1,310,4452,21 60 76,POPE POPG, O11 O12 O13 OC2 P
642,PP1,323,5514,,, 
642,PP1,323,5539,5,POPE, O14
642,PP1,323,5586,5,POPE, O14
643,PP1,310,3739,76,POPE, O13
643,PP1,310,4054,60,POPE, O13
643,PP1,310,4452,60 76,POPE, O13 P
643,PP1,323,5514,,, 
643,PP1,323,5539,5,POPE, O14
643,PP1,323,5586,5,POPE, O14
644,PP1,310,3739,54 76,POPE POPG, O13 P
644,PP1,310,4054,54 60,POPE POPG, O12 O13 P
644,PP1,310,4452,21 60 76,POPE POPG, O13 OC2 P
644,PP1,323,5514,,, 
644,PP1,323,5539,5,POPE, O12 O14
644,PP1,323,5586,5,POPE, O14
645,PP1,310,3739,54 76,POPE POPG, HN3 O13
645,PP1,310,4054,54 60,POPE POPG, O13 OC2 P
645,PP1,310,4452,21 60 76,POPE POPG, O13 OC2 P
645,PP1,323,5514,,, 
645,PP1,323,5539,5,POPE, O14
645,PP1,323,5586,5,POPE, O14
646,PP1,310,3739,,, 
646,PP1,310,4054,54 60,POPE POPG, O13 OC2
646,PP1,310,4452,60 76,POPE, O13 P
646,PP1,323,5514,,, 
646,PP1,323,5539,5,POPE, O14
646,PP1,323,5586,5,POPE, O14
647,PP1,310,3739,76,POPE, O13
647,PP1,310,4054,60,POPE, O13
647,PP1,310,4452,21 60 76,POPE POPG, O13 OC2 P
647,PP1,323,5514,,, 
647,PP1,323,5539,5,POPE, O14
647,PP1,323,5586,5,POPE, O14
648,PP1,310,3739,,, 
648,PP1,310,4054,60,POPE, O13
648,PP1,310,4452,21 60,POPE POPG, O13 OC2
648,PP1,323,5514,,, 
648,PP1,323,5539,5,POPE, O14
648,PP1,323,5586,5,POPE, O14
649,PP1,310,3739,,, 
649,PP1,310,4054,54 60,POPE POPG, O13
649,PP1,310,4452,21 60,POPE POPG, O13 OC2
649,PP1,323,5514,,, 
649,PP1,323,5539,5,POPE, HN3 O12 O14
649,PP1,323,5586,5,POPE, O14
650,PP1,310,3739,76,POPE, O13
650,PP1,310,4054,60,POPE, O13
650,PP1,310,4452,21 60,POPE POPG, O13 OC2
650,PP1,323,5514,,, 
650,PP1,323,5539,5,POPE, O14
650,PP1,323,5586,5,POPE, O14
651,PP1,310,3739,76,POPE, O13
651,PP1,310,4054,60,POPE, O13
651,PP1,310,4452,21 60,POPE POPG, O13 OC2
651,PP1,323,5514,,, 
651,PP1,323,5539,5,POPE, HN2 O14
651,PP1,323,5586,5,POPE, O14
652,PP1,310,3739,,, 
652,PP1,310,4054,60,POPE, O13
652,PP1,310,4452,21 60 76,POPE POPG, O11 O13 OC2 P
652,PP1,323,5514,,, 
652,PP1,323,5539,5,POPE, HN1 O12 O14
652,PP1,323,5586,5,POPE, O14
653,PP1,310,3739,76,POPE, O13 P
653,PP1,310,4054,60,POPE, O13
653,PP1,310,4452,21 60 76,POPE POPG, O13 OC2
653,PP1,323,5514,,, 
653,PP1,323,5539,5,POPE, O14
653,PP1,323,5586,5,POPE, O14
654,PP1,310,3739,,, 
654,PP1,310,4054,60,POPE, O13
654,PP1,310,4452,21 60 76,POPE POPG, O13 OC2
654,PP1,323,5514,,, 
654,PP1,323,5539,5,POPE, O14
654,PP1,323,5586,5,POPE, O14
655,PP1,310,3739,76,POPE, O13
655,PP1,310,4054,60,POPE, O13
655,PP1,310,4452,21 60 76,POPE POPG, O11 O12 O13 OC2 P
655,PP1,323,5514,,, 
655,PP1,323,5539,5,POPE, O14
655,PP1,323,5586,5,POPE, O14
656,PP1,310,3739,,, 
656,PP1,310,4054,60,POPE, O13
656,PP1,310,4452,60 76,POPE, O13 P
656,PP1,323,5514,,, 
656,PP1,323,5539,5,POPE, HN1 O14
656,PP1,323,5586,5,POPE, O14
657,PP1,310,3739,,, 
657,PP1,310,4054,60,POPE, O13
657,PP1,310,4452,60 76,POPE, O11 O13 P
657,PP1,323,5514,,, 
657,PP1,323,5539,5,POPE, HN2 O12 O14
657,PP1,323,5586,5,POPE, O14
658,PP1,310,3739,,, 
658,PP1,310,4054,60,POPE, O13
658,PP1,310,4452,54 60 76,POPE POPG, O13 OC3 P
658,PP1,323,5514,,, 
658,PP1,323,5539,5,POPE, O14
658,PP1,323,5586,27 5,POPE, HN1 HN3 N O14
659,PP1,310,3739,54,POPG, OC3
659,PP1,310,4054,104 54 60,POPE POPG, HN1 O13 OC3
659,PP1,310,4452,60 76,POPE, O13 P
659,PP1,323,5514,,, 
659,PP1,323,5539,5,POPE, O14
659,PP1,323,5586,5,POPE, O13 O14
660,PP1,310,3739,76,POPE, O13
660,PP1,310,4054,54 60,POPE POPG, O13 OC3
660,PP1,310,4452,60 76,POPE, O11 O13 P
660,PP1,323,5514,,, 
660,PP1,323,5539,5,POPE, O14
660,PP1,323,5586,5,POPE, O13 O14
661,PP1,310,3739,104 54,POPE POPG, HN3 OC3
661,PP1,310,4054,104 54 60,POPE POPG, HN3 O13 OC3
661,PP1,310,4452,21 60 76,POPE POPG, O13 OC2 P
661,PP1,323,5514,,, 
661,PP1,323,5539,5,POPE, HN3 O14
661,PP1,323,5586,5,POPE, O14
662,PP1,310,3739,76,POPE, O13
662,PP1,310,4054,104 54 60,POPE POPG, HN1 O13 OC3
662,PP1,310,4452,21 60 76,POPE POPG, O11 O13 OC2 P
662,PP1,323,5514,,, 
662,PP1,323,5539,5,POPE, O14
662,PP1,323,5586,5,POPE, O14
663,PP1,310,3739,54 76,POPE POPG, O13 OC3
663,PP1,310,4054,54 60,POPE POPG, O13 OC3
663,PP1,310,4452,21 60 76,POPE POPG, O11 O13 OC2 P
663,PP1,323,5514,,, 
663,PP1,323,5539,5,POPE, O14
663,PP1,323,5586,27 5,POPE, HN1 HN2 HN3 O14
664,PP1,310,3739,54,POPG, OC3
664,PP1,310,4054,54 60,POPE POPG, O13 OC3
664,PP1,310,4452,21 60 76,POPE POPG, O13 OC2 P
664,PP1,323,5514,,, 
664,PP1,323,5539,5,POPE, HN1 O14
664,PP1,323,5586,5,POPE, O14
665,PP1,310,3739,54 76,POPE POPG, O13 OC3
665,PP1,310,4054,54 60,POPE POPG, O13 OC3
665,PP1,310,4452,21 60 76,POPE POPG, O11 O13 OC2 P
665,PP1,323,5514,,, 
665,PP1,323,5539,5,POPE, HN3 O14
665,PP1,323,5586,5,POPE, O14
666,PP1,310,3739,54,POPG, OC3
666,PP1,310,4054,54 60,POPE POPG, O13 OC3
666,PP1,310,4452,21 60 76,POPE POPG, O11 O13 OC2 P
666,PP1,323,5514,,, 
666,PP1,323,5539,5,POPE, O14
666,PP1,323,5586,5,POPE, O14
667,PP1,310,3739,76,POPE, HN2 HN3
667,PP1,310,4054,54 60,POPE POPG, O12 O13
667,PP1,310,4452,21 60 76,POPE POPG, O11 O13 OC2 P
667,PP1,323,5514,,, 
667,PP1,323,5539,5,POPE, O14
667,PP1,323,5586,5,POPE, O14
668,PP1,310,3739,54,POPG, OC3
668,PP1,310,4054,54 60,POPE POPG, O13 OC3
668,PP1,310,4452,21 60 76,POPE POPG, O13 OC2 P
668,PP1,323,5514,,, 
668,PP1,323,5539,5,POPE, HN3 O14
668,PP1,323,5586,5,POPE, O14
669,PP1,310,3739,54 76,POPE POPG, O13 OC3
669,PP1,310,4054,54 60,POPE POPG, O13 OC3
669,PP1,310,4452,21 54 60 76,POPE POPG, O13 OC2 OC3
669,PP1,323,5514,,, 
669,PP1,323,5539,5,POPE, O14
669,PP1,323,5586,5,POPE, O14
670,PP1,310,3739,54,POPG, OC3
670,PP1,310,4054,54 60,POPE POPG, O13 OC3
670,PP1,310,4452,21 60 76,POPE POPG, O11 O13 OC2 P
670,PP1,323,5514,,, 
670,PP1,323,5539,5,POPE, O14
670,PP1,323,5586,5,POPE, O13 O14
671,PP1,310,3739,,, 
671,PP1,310,4054,54 60,POPE POPG, O13 OC3
671,PP1,310,4452,21 60 76,POPE POPG, O13 OC2 P
671,PP1,323,5514,,, 
671,PP1,323,5539,5,POPE, O14
671,PP1,323,5586,5,POPE, O13 O14
672,PP1,310,3739,,, 
672,PP1,310,4054,60,POPE, O13
672,PP1,310,4452,54 60 76,POPE POPG, O13 OC3 P
672,PP1,323,5514,,, 
672,PP1,323,5539,5,POPE, HN1 O14
672,PP1,323,5586,5,POPE, O14
673,PP1,310,3739,54 76,POPE POPG, O13 OC3 P
673,PP1,310,4054,54 60,POPE POPG, O13 OC3
673,PP1,310,4452,60,POPE, O13
673,PP1,323,5514,,, 
673,PP1,323,5539,5,POPE, O14
673,PP1,323,5586,5,POPE, O14
674,PP1,310,3739,,, 
674,PP1,310,4054,54 60,POPE POPG, O13 OC3
674,PP1,310,4452,60 76,POPE, O11 O13 P
674,PP1,323,5514,,, 
674,PP1,323,5539,5,POPE, HN2 O12 O14
674,PP1,323,5586,5,POPE, O13 O14 P
675,PP1,310,3739,76,POPE, HN2 O11 O13 P
675,PP1,310,4054,54 60,POPE POPG, O13 OC2
675,PP1,310,4452,21 60 76,POPE POPG, O11 O13 OC2 P
675,PP1,323,5514,,, 
675,PP1,323,5539,5,POPE, HN3 O14
675,PP1,323,5586,5,POPE, O14
676,PP1,310,3739,,, 
676,PP1,310,4054,60,POPE, O13
676,PP1,310,4452,21 60 76,POPE POPG, O13 O14 OC2 P
676,PP1,323,5514,,, 
676,PP1,323,5539,5,POPE, O14
676,PP1,323,5586,5,POPE, O13 O14
677,PP1,310,3739,76,POPE, O13
677,PP1,310,4054,60,POPE, O13
677,PP1,310,4452,21 60,POPE POPG, O13 OC2
677,PP1,323,5514,,, 
677,PP1,323,5539,5,POPE, HN2 O14
677,PP1,323,5586,5 55,POPE POPG, O14 OC2
678,PP1,310,3739,,, 
678,PP1,310,4054,60,POPE, O13
678,PP1,310,4452,21 60 76,POPE POPG, O13 OC3 P
678,PP1,323,5514,,, 
678,PP1,323,5539,5,POPE, O14
678,PP1,323,5586,5,POPE, O14
679,PP1,310,3739,76,POPE, O13
679,PP1,310,4054,60,POPE, O13
679,PP1,310,4452,21 60,POPE POPG, O11 O13 OC2
679,PP1,323,5514,,, 
679,PP1,323,5539,5,POPE, O14
679,PP1,323,5586,5,POPE, O14
680,PP1,310,3739,,, 
680,PP1,310,4054,60,POPE, O13
680,PP1,310,4452,21 60,POPE POPG, O13 OC2
680,PP1,323,5514,,, 
680,PP1,323,5539,5,POPE, O14
680,PP1,323,5586,5,POPE, O13 O14
681,PP1,310,3739,76,POPE, O13 P
681,PP1,310,4054,60,POPE, O13
681,PP1,310,4452,21 60,POPE POPG, O13 OC2
681,PP1,323,5514,,, 
681,PP1,323,5539,5,POPE, HN1 O12 O14
681,PP1,323,5586,5,POPE, O14
682,PP1,310,3739,76,POPE, O11 O13 P
682,PP1,310,4054,60,POPE, O13
682,PP1,310,4452,60,POPE, O11 O13
682,PP1,323,5514,,, 
682,PP1,323,5539,5,POPE, O14
682,PP1,323,5586,5 55,POPE POPG, O14 OC2
683,PP1,310,3739,76,POPE, O13 P
683,PP1,310,4054,60,POPE, O13
683,PP1,310,4452,60,POPE, O13
683,PP1,323,5514,,, 
683,PP1,323,5539,5,POPE, HN2 O12 O14
683,PP1,323,5586,5,POPE, O14
684,PP1,310,3739,76,POPE, O13 P
684,PP1,310,4054,60,POPE, O13
684,PP1,310,4452,60,POPE, O13
684,PP1,323,5514,,, 
684,PP1,323,5539,5,POPE, O14
684,PP1,323,5586,5,POPE, O14
685,PP1,310,3739,,, 
685,PP1,310,4054,60,POPE, O13
685,PP1,310,4452,60,POPE, O13
685,PP1,323,5514,,, 
685,PP1,323,5539,5,POPE, HN2 O12 O14
685,PP1,323,5586,5,POPE, O14
686,PP1,310,3739,,, 
686,PP1,310,4054,60,POPE, O13
686,PP1,310,4452,60,POPE, O13
686,PP1,323,5514,,, 
686,PP1,323,5539,5,POPE, O14
686,PP1,323,5586,5,POPE, O14
687,PP1,310,3739,,, 
687,PP1,310,4054,60,POPE, O13
687,PP1,310,4452,60,POPE, O13
687,PP1,323,5514,,, 
687,PP1,323,5539,5,POPE, O14
687,PP1,323,5586,5,POPE, O14
688,PP1,310,3739,,, 
688,PP1,310,4054,57 60,POPE POPG, O13 P
688,PP1,310,4452,60,POPE, O13
688,PP1,323,5514,,, 
688,PP1,323,5539,5,POPE, HN1 O14
688,PP1,323,5586,5,POPE, O14
689,PP1,310,3739,,, 
689,PP1,310,4054,60,POPE, O13
689,PP1,310,4452,60,POPE, O13
689,PP1,323,5514,,, 
689,PP1,323,5539,5,POPE, O14
689,PP1,323,5586,5,POPE, O14
690,PP1,310,3739,,, 
690,PP1,310,4054,60,POPE, O13
690,PP1,310,4452,60,POPE, O13
690,PP1,323,5514,,, 
690,PP1,323,5539,5,POPE, O14
690,PP1,323,5586,5,POPE, O13 O14
691,PP1,310,3739,76,POPE, O13 P
691,PP1,310,4054,60,POPE, O13
691,PP1,310,4452,21 60,POPE POPG, O13 OC2
691,PP1,323,5514,,, 
691,PP1,323,5539,5,POPE, O14
691,PP1,323,5586,5,POPE, O13 O14
692,PP1,310,3739,76,POPE, O13
692,PP1,310,4054,60,POPE, O13
692,PP1,310,4452,60,POPE, O13
692,PP1,323,5514,,, 
692,PP1,323,5539,5,POPE, O12 O14
692,PP1,323,5586,5,POPE, O13 O14
693,PP1,310,3739,,, 
693,PP1,310,4054,57 60,POPE POPG, O13 OC3
693,PP1,310,4452,60,POPE, O13
693,PP1,323,5514,,, 
693,PP1,323,5539,5,POPE, O14
693,PP1,323,5586,5,POPE, O13 O14
694,PP1,310,3739,76,POPE, O13
694,PP1,310,4054,60,POPE, O13
694,PP1,310,4452,60,POPE, O13
694,PP1,323,5514,,, 
694,PP1,323,5539,5,POPE, HN1 O12 O14
694,PP1,323,5586,5,POPE, O14
695,PP1,310,3739,76,POPE, O13 P
695,PP1,310,4054,60,POPE, O13
695,PP1,310,4452,21 60,POPE POPG, O13 OC2
695,PP1,323,5514,,, 
695,PP1,323,5539,5,POPE, O14
695,PP1,323,5586,5,POPE, O14
696,PP1,310,3739,,, 
696,PP1,310,4054,57 60,POPE POPG, O12 O13 OC2
696,PP1,310,4452,21 60,POPE POPG, O13 OC2
696,PP1,323,5514,,, 
696,PP1,323,5539,5,POPE, O14
696,PP1,323,5586,5,POPE, O14
697,PP1,310,3739,,, 
697,PP1,310,4054,57 60,POPE POPG, O13 O14 P
697,PP1,310,4452,21 60,POPE POPG, O13 OC2
697,PP1,323,5514,,, 
697,PP1,323,5539,5,POPE, HN3 O14
697,PP1,323,5586,5,POPE, O14
698,PP1,310,3739,,, 
698,PP1,310,4054,37 57 60,POPE POPG, O13 O14 OC3
698,PP1,310,4452,60,POPE, O11 O13
698,PP1,323,5514,,, 
698,PP1,323,5539,5,POPE, O14
698,PP1,323,5586,5,POPE, O14
699,PP1,310,3739,76,POPE, O13 O14 P
699,PP1,310,4054,60,POPE, O13
699,PP1,310,4452,21 60,POPE POPG, O13 OC2
699,PP1,323,5514,,, 
699,PP1,323,5539,5,POPE, O14
699,PP1,323,5586,5,POPE, O14
700,PP1,310,3739,76,POPE, O13 P
700,PP1,310,4054,60,POPE, O13
700,PP1,310,4452,21 60,POPE POPG, O13 OC2
700,PP1,323,5514,,, 
700,PP1,323,5539,5,POPE, O14
700,PP1,323,5586,5,POPE, O13 O14
701,PP1,310,3739,76,POPE, O13 P
701,PP1,310,4054,60,POPE, O13
701,PP1,310,4452,21 60,POPE POPG, O13 OC2
701,PP1,323,5514,,, 
701,PP1,323,5539,5,POPE, O14
701,PP1,323,5586,5,POPE, O13 O14
702,PP1,310,3739,76,POPE, O13 O14 P
702,PP1,310,4054,60,POPE, O13
702,PP1,310,4452,21 60,POPE POPG, O13 OC2
702,PP1,323,5514,,, 
702,PP1,323,5539,5,POPE, O14
702,PP1,323,5586,5,POPE, O14
703,PP1,310,3739,,, 
703,PP1,310,4054,60,POPE, O13
703,PP1,310,4452,21 60,POPE POPG, O13 OC2
703,PP1,323,5514,,, 
703,PP1,323,5539,5,POPE, O14
703,PP1,323,5586,5,POPE, O13 O14
704,PP1,310,3739,,, 
704,PP1,310,4054,60,POPE, O13
704,PP1,310,4452,60,POPE, O13
704,PP1,323,5514,,, 
704,PP1,323,5539,5,POPE, O14
704,PP1,323,5586,5,POPE, O14
705,PP1,310,3739,76,POPE, O12 P
705,PP1,310,4054,60 76,POPE, O12 O13 O14 P
705,PP1,310,4452,60,POPE, O13
705,PP1,323,5514,,, 
705,PP1,323,5539,27 5,POPE, HN3 O14
705,PP1,323,5586,5,POPE, O14
706,PP1,310,3739,,, 
706,PP1,310,4054,60 76,POPE, O13 O14 P
706,PP1,310,4452,60,POPE, O13
706,PP1,323,5514,,, 
706,PP1,323,5539,27 5,POPE, HN1 O14
706,PP1,323,5586,5,POPE, O14
707,PP1,310,3739,,, 
707,PP1,310,4054,60,POPE, O13 O14
707,PP1,310,4452,60,POPE, O13
707,PP1,323,5514,,, 
707,PP1,323,5539,27 5,POPE, HN1 O14
707,PP1,323,5586,5 55,POPE POPG, O14 OC3
708,PP1,310,3739,76,POPE, O14 P
708,PP1,310,4054,60 76,POPE, O13 O14 P
708,PP1,310,4452,60,POPE, O13
708,PP1,323,5514,,, 
708,PP1,323,5539,5,POPE, O14
708,PP1,323,5586,5,POPE, O14
709,PP1,310,3739,76,POPE, O14 P
709,PP1,310,4054,60 76,POPE, O13 O14
709,PP1,310,4452,60,POPE, O13
709,PP1,323,5514,,, 
709,PP1,323,5539,27 5,POPE, HN1 O14
709,PP1,323,5586,5,POPE, O14
710,PP1,310,3739,76,POPE, O13
710,PP1,310,4054,60 76,POPE, HN3 O12 O13 P
710,PP1,310,4452,60,POPE, O13
710,PP1,323,5514,,, 
710,PP1,323,5539,27 5,POPE, HN1 HN3 O14
710,PP1,323,5586,5,POPE, O14
711,PP1,310,3739,76,POPE, O13 O14 P
711,PP1,310,4054,60 76,POPE, O11 O13 P
711,PP1,310,4452,60,POPE, O13
711,PP1,323,5514,,, 
711,PP1,323,5539,27 5,POPE, HN1 O14
711,PP1,323,5586,5,POPE, O14
712,PP1,310,3739,76,POPE, O14 P
712,PP1,310,4054,60 76,POPE, O13 O14
712,PP1,310,4452,60,POPE, O13
712,PP1,323,5514,,, 
712,PP1,323,5539,5,POPE, O14
712,PP1,323,5586,27 5,POPE, HN2 O14
713,PP1,310,3739,76,POPE, O13 O14 P
713,PP1,310,4054,37 60 76,POPE POPG, O13 OC3 P
713,PP1,310,4452,60,POPE, O13
713,PP1,323,5514,,, 
713,PP1,323,5539,5,POPE, HN3 O14
713,PP1,323,5586,5,POPE, O14
