Frame,Chain,MgID,WaterID,ListResids,ListResnames,ListAtoms
3364,PP2,327,22126,,, 
3364,PP2,327,22557,,, 
3365,PP2,327,20496,,, 
3365,PP2,327,21016,,, 
3365,PP2,327,22126,,, 
3365,PP2,327,22557,,, 
3366,PP2,327,20496,,, 
3366,PP2,327,21016,,, 
3366,PP2,327,22126,,, 
3366,PP2,327,22557,,, 
3367,PP2,327,20496,,, 
3367,PP2,327,21016,,, 
3367,PP2,327,22126,,, 
3367,PP2,327,22557,,, 
3368,PP2,327,20496,,, 
3368,PP2,327,21016,,, 
3368,PP2,327,22126,,, 
3368,PP2,327,22557,,, 
3369,PP2,327,20496,,, 
3369,PP2,327,21016,,, 
3369,PP2,327,22126,,, 
3369,PP2,327,22557,,, 
3370,PP2,327,20496,,, 
3370,PP2,327,21016,,, 
3370,PP2,327,22126,,, 
3370,PP2,327,22557,,, 
3371,PP2,327,20496,,, 
3371,PP2,327,21016,,, 
3371,PP2,327,22126,,, 
3371,PP2,327,22557,,, 
3372,PP2,327,20496,,, 
3372,PP2,327,21016,,, 
3372,PP2,327,22126,,, 
3372,PP2,327,22557,,, 
3373,PP2,327,20496,,, 
3373,PP2,327,21016,,, 
3373,PP2,327,22126,,, 
3373,PP2,327,22557,,, 
3374,PP2,327,20496,,, 
3374,PP2,327,21016,,, 
3374,PP2,327,22126,,, 
3374,PP2,327,22557,,, 
3375,PP2,327,20496,,, 
3375,PP2,327,21016,,, 
3375,PP2,327,22126,,, 
3375,PP2,327,22557,,, 
3376,PP2,327,20496,,, 
3376,PP2,327,21016,,, 
3376,PP2,327,22126,,, 
3376,PP2,327,22557,,, 
3377,PP2,327,20496,,, 
3377,PP2,327,21016,,, 
3377,PP2,327,22126,,, 
3377,PP2,327,22557,,, 
3378,PP2,327,20496,,, 
3378,PP2,327,21016,,, 
3378,PP2,327,22126,,, 
3378,PP2,327,22557,,, 
3379,PP2,327,20496,,, 
3379,PP2,327,21016,,, 
3379,PP2,327,22126,,, 
3379,PP2,327,22557,,, 
3380,PP2,327,20496,,, 
3380,PP2,327,21016,,, 
3380,PP2,327,22126,,, 
3380,PP2,327,22557,,, 
3381,PP2,327,20496,,, 
3381,PP2,327,21016,,, 
3381,PP2,327,22126,,, 
3381,PP2,327,22557,,, 
3382,PP2,327,20496,,, 
3382,PP2,327,21016,,, 
3382,PP2,327,22126,,, 
3382,PP2,327,22557,,, 
3383,PP2,327,20496,,, 
3383,PP2,327,21016,,, 
3383,PP2,327,22126,,, 
3383,PP2,327,22557,,, 
3384,PP2,327,20496,,, 
3384,PP2,327,21016,,, 
3384,PP2,327,22126,,, 
3384,PP2,327,22557,,, 
3385,PP2,327,20496,,, 
3385,PP2,327,21016,,, 
3385,PP2,327,22126,,, 
3385,PP2,327,22557,,, 
3386,PP2,327,20496,,, 
3386,PP2,327,21016,,, 
3386,PP2,327,22126,,, 
3386,PP2,327,22557,,, 
3387,PP2,327,20496,,, 
3387,PP2,327,21016,,, 
3387,PP2,327,22126,,, 
3387,PP2,327,22557,,, 
3388,PP2,327,20496,,, 
3388,PP2,327,21016,,, 
3388,PP2,327,22126,,, 
3388,PP2,327,22557,,, 
3389,PP2,327,20496,,, 
3389,PP2,327,21016,,, 
3389,PP2,327,22126,,, 
3389,PP2,327,22557,,, 
3390,PP2,327,20496,,, 
3390,PP2,327,21016,,, 
3390,PP2,327,22126,,, 
3390,PP2,327,22557,,, 
3391,PP2,327,20496,,, 
3391,PP2,327,21016,,, 
3391,PP2,327,22126,,, 
3391,PP2,327,22557,,, 
3392,PP2,327,20496,,, 
3392,PP2,327,21016,,, 
3392,PP2,327,22126,,, 
3392,PP2,327,22557,,, 
3393,PP2,327,20496,,, 
3393,PP2,327,21016,,, 
3393,PP2,327,22126,,, 
3393,PP2,327,22557,,, 
3394,PP2,327,20496,,, 
3394,PP2,327,21016,,, 
3394,PP2,327,22126,,, 
3394,PP2,327,22557,,, 
3395,PP2,327,20496,,, 
3395,PP2,327,21016,,, 
3395,PP2,327,22126,,, 
3395,PP2,327,22557,,, 
3396,PP2,327,20496,,, 
3396,PP2,327,21016,,, 
3396,PP2,327,22126,,, 
3396,PP2,327,22557,,, 
3397,PP2,327,20496,,, 
3397,PP2,327,21016,,, 
3397,PP2,327,22126,,, 
3397,PP2,327,22557,,, 
3398,PP2,327,20496,,, 
3398,PP2,327,21016,,, 
3398,PP2,327,22126,,, 
3398,PP2,327,22557,,, 
3399,PP2,327,20496,,, 
3399,PP2,327,21016,,, 
3399,PP2,327,22126,,, 
3399,PP2,327,22557,,, 
3400,PP2,327,20496,,, 
3400,PP2,327,21016,,, 
3400,PP2,327,22126,,, 
3400,PP2,327,22557,,, 
3401,PP2,327,20496,,, 
3401,PP2,327,21016,,, 
3401,PP2,327,22126,,, 
3401,PP2,327,22557,,, 
3402,PP2,327,20496,,, 
3402,PP2,327,21016,,, 
3402,PP2,327,22126,,, 
3402,PP2,327,22557,,, 
3403,PP2,327,20496,,, 
3403,PP2,327,21016,,, 
3403,PP2,327,22126,,, 
3403,PP2,327,22557,,, 
3404,PP2,327,20496,,, 
3404,PP2,327,21016,,, 
3404,PP2,327,22126,,, 
3404,PP2,327,22557,,, 
3405,PP2,327,20496,,, 
3405,PP2,327,21016,,, 
3405,PP2,327,22126,,, 
3405,PP2,327,22557,,, 
3406,PP2,327,20496,,, 
3406,PP2,327,21016,,, 
3406,PP2,327,22126,,, 
3406,PP2,327,22557,,, 
3407,PP2,307,20475,,, 
3407,PP2,307,20558,,, 
3407,PP2,307,20757,47,POPE, O13 O14 P
3407,PP2,307,21343,,, 
3407,PP2,327,20496,,, 
3407,PP2,327,21016,,, 
3407,PP2,327,22126,,, 
3407,PP2,327,22557,,, 
3408,PP2,327,20496,,, 
3408,PP2,327,21016,,, 
3408,PP2,327,22126,,, 
3408,PP2,327,22557,,, 
3409,PP2,327,20496,,, 
3409,PP2,327,21016,,, 
3409,PP2,327,22126,,, 
3409,PP2,327,22557,,, 
3410,PP2,327,20496,,, 
3410,PP2,327,21016,,, 
3410,PP2,327,22126,,, 
3410,PP2,327,22557,,, 
3411,PP2,327,20496,,, 
3411,PP2,327,21016,,, 
3411,PP2,327,22126,,, 
3411,PP2,327,22557,,, 
3412,PP2,327,20496,,, 
3412,PP2,327,21016,,, 
3412,PP2,327,22126,,, 
3412,PP2,327,22557,,, 
3413,PP2,327,20496,,, 
3413,PP2,327,21016,,, 
3413,PP2,327,22126,,, 
3413,PP2,327,22557,,, 
3414,PP2,327,20496,,, 
3414,PP2,327,21016,,, 
3414,PP2,327,22126,,, 
3414,PP2,327,22557,,, 
3415,PP2,327,20496,,, 
3415,PP2,327,21016,,, 
3415,PP2,327,22126,,, 
3415,PP2,327,22557,,, 
3416,PP2,327,20496,,, 
3416,PP2,327,21016,,, 
3416,PP2,327,22126,,, 
3416,PP2,327,22557,,, 
3417,PP2,327,20496,,, 
3417,PP2,327,21016,,, 
3417,PP2,327,22126,,, 
3417,PP2,327,22557,,, 
3418,PP2,327,20496,,, 
3418,PP2,327,21016,,, 
3418,PP2,327,22126,,, 
3418,PP2,327,22557,,, 
3419,PP2,327,20496,,, 
3419,PP2,327,21016,,, 
3419,PP2,327,22126,,, 
3419,PP2,327,22557,,, 
3420,PP2,327,20496,,, 
3420,PP2,327,21016,,, 
3420,PP2,327,22126,,, 
3420,PP2,327,22557,,, 
3421,PP2,327,20496,,, 
3421,PP2,327,21016,,, 
3421,PP2,327,22126,,, 
3421,PP2,327,22557,,, 
3422,PP2,327,20496,,, 
3422,PP2,327,21016,,, 
3422,PP2,327,22126,,, 
3422,PP2,327,22557,,, 
3423,PP2,327,20496,,, 
3423,PP2,327,21016,,, 
3423,PP2,327,22126,,, 
3423,PP2,327,22557,,, 
3424,PP2,327,20496,,, 
3424,PP2,327,21016,,, 
3424,PP2,327,22126,,, 
3424,PP2,327,22557,,, 
3425,PP2,327,20496,,, 
3425,PP2,327,21016,,, 
3425,PP2,327,22126,,, 
3425,PP2,327,22557,,, 
3426,PP2,327,20496,,, 
3426,PP2,327,21016,,, 
3426,PP2,327,22126,,, 
3426,PP2,327,22557,,, 
3427,PP2,327,20496,,, 
3427,PP2,327,21016,,, 
3427,PP2,327,22126,,, 
3427,PP2,327,22557,,, 
3428,PP2,327,20496,,, 
3428,PP2,327,21016,,, 
3428,PP2,327,22126,,, 
3428,PP2,327,22557,,, 
3429,PP2,327,20496,,, 
3429,PP2,327,21016,,, 
3429,PP2,327,22126,,, 
3429,PP2,327,22557,,, 
3430,PP2,327,20496,,, 
3430,PP2,327,21016,,, 
3430,PP2,327,22126,,, 
3430,PP2,327,22557,,, 
3431,PP2,327,20496,,, 
3431,PP2,327,21016,,, 
3431,PP2,327,22126,,, 
3431,PP2,327,22557,,, 
3432,PP2,307,20475,,, 
3432,PP2,307,20558,20 47,POPE, HN1 HN3 O12 O13 P
3432,PP2,307,20757,,, 
3432,PP2,307,21343,,, 
3432,PP2,327,20496,,, 
3432,PP2,327,21016,,, 
3432,PP2,327,22126,,, 
3432,PP2,327,22557,,, 
3433,PP2,327,20496,,, 
3433,PP2,327,21016,,, 
3433,PP2,327,22126,,, 
3433,PP2,327,22557,,, 
3434,PP2,327,20496,,, 
3434,PP2,327,21016,,, 
3434,PP2,327,22126,,, 
3434,PP2,327,22557,,, 
3435,PP2,327,20496,,, 
3435,PP2,327,21016,,, 
3435,PP2,327,22126,,, 
3435,PP2,327,22557,,, 
3436,PP2,327,20496,,, 
3436,PP2,327,21016,,, 
3436,PP2,327,22126,,, 
3436,PP2,327,22557,,, 
3437,PP2,327,20496,,, 
3437,PP2,327,21016,,, 
3437,PP2,327,22126,,, 
3437,PP2,327,22557,,, 
3438,PP2,327,20496,,, 
3438,PP2,327,21016,,, 
3438,PP2,327,22126,,, 
3438,PP2,327,22557,,, 
3439,PP2,327,20496,,, 
3439,PP2,327,21016,,, 
3439,PP2,327,22126,,, 
3439,PP2,327,22557,,, 
3440,PP2,327,20496,,, 
3440,PP2,327,21016,,, 
3440,PP2,327,22126,,, 
3440,PP2,327,22557,,, 
3441,PP2,327,20496,,, 
3441,PP2,327,21016,,, 
3441,PP2,327,22126,,, 
3441,PP2,327,22557,,, 
3442,PP2,327,20496,,, 
3442,PP2,327,21016,,, 
3442,PP2,327,22126,,, 
3442,PP2,327,22557,,, 
3443,PP2,327,20496,,, 
3443,PP2,327,21016,,, 
3443,PP2,327,22126,,, 
3443,PP2,327,22557,,, 
3444,PP2,327,20496,,, 
3444,PP2,327,21016,,, 
3444,PP2,327,22126,,, 
3444,PP2,327,22557,,, 
3445,PP2,327,20496,,, 
3445,PP2,327,21016,,, 
3445,PP2,327,22126,,, 
3445,PP2,327,22557,,, 
3446,PP2,327,20496,,, 
3446,PP2,327,21016,,, 
3446,PP2,327,22126,,, 
3446,PP2,327,22557,,, 
3447,PP2,327,20496,,, 
3447,PP2,327,21016,,, 
3447,PP2,327,22126,,, 
3447,PP2,327,22557,,, 
3448,PP2,327,20496,,, 
3448,PP2,327,21016,,, 
3448,PP2,327,22126,,, 
3448,PP2,327,22557,,, 
3449,PP2,327,20496,,, 
3449,PP2,327,21016,,, 
3449,PP2,327,22126,,, 
3449,PP2,327,22557,,, 
3450,PP2,327,20496,,, 
3450,PP2,327,21016,,, 
3450,PP2,327,22126,,, 
3450,PP2,327,22557,,, 
3451,PP2,327,20496,,, 
3451,PP2,327,21016,,, 
3451,PP2,327,22126,,, 
3451,PP2,327,22557,,, 
3452,PP2,327,20496,,, 
3452,PP2,327,21016,,, 
3452,PP2,327,22126,,, 
3452,PP2,327,22557,,, 
3453,PP2,327,20496,,, 
3453,PP2,327,21016,,, 
3453,PP2,327,22126,,, 
3453,PP2,327,22557,,, 
3454,PP2,327,20496,,, 
3454,PP2,327,21016,,, 
3454,PP2,327,22126,,, 
3454,PP2,327,22557,,, 
3455,PP2,327,20496,,, 
3455,PP2,327,21016,,, 
3455,PP2,327,22126,,, 
3455,PP2,327,22557,,, 
3456,PP2,327,20496,,, 
3456,PP2,327,21016,,, 
3456,PP2,327,22126,,, 
3456,PP2,327,22557,,, 
3457,PP2,327,20496,,, 
3457,PP2,327,21016,,, 
3457,PP2,327,22126,,, 
3457,PP2,327,22557,,, 
3458,PP2,327,20496,,, 
3458,PP2,327,21016,,, 
3458,PP2,327,22126,,, 
3458,PP2,327,22557,,, 
3459,PP2,327,20496,,, 
3459,PP2,327,21016,,, 
3459,PP2,327,22126,,, 
3459,PP2,327,22557,,, 
3460,PP2,307,20475,20,POPE, HN1
3460,PP2,307,20558,20,POPE, O12 O14
3460,PP2,307,20757,47,POPE, O14 P
3460,PP2,307,21343,,, 
3460,PP2,327,20496,,, 
3460,PP2,327,21016,,, 
3460,PP2,327,22126,,, 
3460,PP2,327,22557,,, 
3461,PP2,327,20496,,, 
3461,PP2,327,21016,,, 
3461,PP2,327,22126,,, 
3461,PP2,327,22557,,, 
3462,PP2,327,20496,,, 
3462,PP2,327,21016,,, 
3462,PP2,327,22126,,, 
3462,PP2,327,22557,,, 
3463,PP2,327,20496,,, 
3463,PP2,327,21016,,, 
3463,PP2,327,22126,,, 
3463,PP2,327,22557,,, 
3464,PP2,327,20496,,, 
3464,PP2,327,21016,,, 
3464,PP2,327,22126,,, 
3464,PP2,327,22557,,, 
3465,PP2,327,20496,,, 
3465,PP2,327,21016,,, 
3465,PP2,327,22126,,, 
3465,PP2,327,22557,,, 
3466,PP2,327,20496,,, 
3466,PP2,327,21016,,, 
3466,PP2,327,22126,,, 
3466,PP2,327,22557,,, 
3467,PP2,327,20496,,, 
3467,PP2,327,21016,,, 
3467,PP2,327,22126,,, 
3467,PP2,327,22557,,, 
3468,PP2,327,20496,,, 
3468,PP2,327,21016,,, 
3468,PP2,327,22126,,, 
3468,PP2,327,22557,,, 
3469,PP2,327,20496,,, 
3469,PP2,327,21016,,, 
3469,PP2,327,22126,,, 
3469,PP2,327,22557,,, 
3470,PP2,327,20496,,, 
3470,PP2,327,21016,,, 
3470,PP2,327,22126,,, 
3470,PP2,327,22557,,, 
3471,PP2,327,20496,,, 
3471,PP2,327,21016,,, 
3471,PP2,327,22126,,, 
3471,PP2,327,22557,,, 
3472,PP2,327,20496,,, 
3472,PP2,327,21016,,, 
3472,PP2,327,22126,,, 
3472,PP2,327,22557,,, 
3473,PP2,327,20496,,, 
3473,PP2,327,21016,,, 
3473,PP2,327,22126,,, 
3473,PP2,327,22557,,, 
3474,PP2,327,20496,,, 
3474,PP2,327,21016,,, 
3474,PP2,327,22126,,, 
3474,PP2,327,22557,,, 
3475,PP2,327,20496,,, 
3475,PP2,327,21016,,, 
3475,PP2,327,22126,,, 
3475,PP2,327,22557,,, 
3476,PP2,307,20475,,, 
3476,PP2,307,20558,47,POPE, O13 O14 P
3476,PP2,307,20757,47,POPE, O13
3476,PP2,307,21343,47,POPE, O14
3476,PP2,327,20496,,, 
3476,PP2,327,21016,,, 
3476,PP2,327,22126,,, 
3476,PP2,327,22557,,, 
3477,PP2,327,20496,,, 
3477,PP2,327,21016,,, 
3477,PP2,327,22126,,, 
3477,PP2,327,22557,,, 
3478,PP2,327,20496,,, 
3478,PP2,327,21016,,, 
3478,PP2,327,22126,,, 
3478,PP2,327,22557,,, 
3479,PP2,327,20496,,, 
3479,PP2,327,21016,,, 
3479,PP2,327,22126,,, 
3479,PP2,327,22557,,, 
3480,PP2,327,20496,,, 
3480,PP2,327,21016,,, 
3480,PP2,327,22126,,, 
3480,PP2,327,22557,,, 
3481,PP2,327,20496,,, 
3481,PP2,327,21016,,, 
3481,PP2,327,22126,,, 
3481,PP2,327,22557,,, 
3482,PP2,327,20496,,, 
3482,PP2,327,21016,,, 
3482,PP2,327,22126,,, 
3482,PP2,327,22557,,, 
3483,PP2,327,20496,,, 
3483,PP2,327,21016,,, 
3483,PP2,327,22126,,, 
3483,PP2,327,22557,,, 
3484,PP2,327,20496,,, 
3484,PP2,327,21016,,, 
3484,PP2,327,22126,,, 
3484,PP2,327,22557,,, 
3485,PP2,327,20496,,, 
3485,PP2,327,21016,,, 
3485,PP2,327,22126,,, 
3485,PP2,327,22557,,, 
3486,PP2,327,20496,,, 
3486,PP2,327,21016,,, 
3486,PP2,327,22126,,, 
3486,PP2,327,22557,,, 
3487,PP2,327,20496,,, 
3487,PP2,327,21016,,, 
3487,PP2,327,22126,,, 
3487,PP2,327,22557,,, 
3488,PP2,327,20496,,, 
3488,PP2,327,21016,,, 
3488,PP2,327,22126,,, 
3488,PP2,327,22557,,, 
3489,PP2,327,20496,,, 
3489,PP2,327,21016,,, 
3489,PP2,327,22126,,, 
3489,PP2,327,22557,,, 
3490,PP2,327,20496,,, 
3490,PP2,327,21016,,, 
3490,PP2,327,22126,,, 
3490,PP2,327,22557,,, 
3491,PP2,327,20496,,, 
3491,PP2,327,21016,,, 
3491,PP2,327,22126,,, 
3491,PP2,327,22557,,, 
3492,PP2,327,20496,,, 
3492,PP2,327,21016,,, 
3492,PP2,327,22126,,, 
3492,PP2,327,22557,,, 
3493,PP2,327,20496,,, 
3493,PP2,327,21016,,, 
3493,PP2,327,22126,,, 
3493,PP2,327,22557,,, 
3494,PP2,327,20496,,, 
3494,PP2,327,21016,,, 
3494,PP2,327,22126,,, 
3494,PP2,327,22557,,, 
3495,PP2,327,20496,,, 
3495,PP2,327,21016,,, 
3495,PP2,327,22126,,, 
3495,PP2,327,22557,,, 
3496,PP2,327,20496,,, 
3496,PP2,327,21016,,, 
3496,PP2,327,22126,,, 
3496,PP2,327,22557,,, 
3497,PP2,327,20496,,, 
3497,PP2,327,21016,,, 
3497,PP2,327,22126,,, 
3497,PP2,327,22557,,, 
3498,PP2,327,20496,,, 
3498,PP2,327,21016,,, 
3498,PP2,327,22126,,, 
3498,PP2,327,22557,,, 
3499,PP2,327,20496,,, 
3499,PP2,327,21016,,, 
3499,PP2,327,22126,,, 
3499,PP2,327,22557,,, 
3500,PP2,327,20496,,, 
3500,PP2,327,21016,,, 
3500,PP2,327,22126,,, 
3500,PP2,327,22557,,, 
3501,PP2,327,20496,,, 
3501,PP2,327,21016,,, 
3501,PP2,327,22126,,, 
3501,PP2,327,22557,,, 
3502,PP2,327,20496,,, 
3502,PP2,327,21016,,, 
3502,PP2,327,22126,,, 
3502,PP2,327,22557,,, 
3503,PP2,327,20496,,, 
3503,PP2,327,21016,,, 
3503,PP2,327,22126,,, 
3503,PP2,327,22557,,, 
3504,PP2,327,20496,,, 
3504,PP2,327,21016,,, 
3504,PP2,327,22126,,, 
3504,PP2,327,22557,,, 
3505,PP2,327,20496,,, 
3505,PP2,327,21016,,, 
3505,PP2,327,22126,,, 
3505,PP2,327,22557,,, 
3506,PP2,327,20496,,, 
3506,PP2,327,21016,,, 
3506,PP2,327,22126,,, 
3506,PP2,327,22557,,, 
3507,PP2,327,20496,,, 
3507,PP2,327,21016,,, 
3507,PP2,327,22126,,, 
3507,PP2,327,22557,,, 
3508,PP2,327,20496,,, 
3508,PP2,327,21016,,, 
3508,PP2,327,22126,,, 
3508,PP2,327,22557,,, 
3509,PP2,327,20496,,, 
3509,PP2,327,21016,,, 
3509,PP2,327,22126,,, 
3509,PP2,327,22557,,, 
3510,PP2,327,20496,,, 
3510,PP2,327,21016,,, 
3510,PP2,327,22126,,, 
3510,PP2,327,22557,,, 
3511,PP2,327,20496,,, 
3511,PP2,327,21016,,, 
3511,PP2,327,22126,,, 
3511,PP2,327,22557,,, 
3512,PP2,307,20475,14,POPE, HN2
3512,PP2,307,20558,14 94,POPE, HN1 O14 P
3512,PP2,307,20757,,, 
3512,PP2,307,21343,,, 
3512,PP2,327,20496,,, 
3512,PP2,327,21016,,, 
3512,PP2,327,22126,,, 
3512,PP2,327,22557,,, 
3513,PP2,327,20496,,, 
3513,PP2,327,21016,,, 
3513,PP2,327,22126,,, 
3513,PP2,327,22557,,, 
3514,PP2,327,20496,,, 
3514,PP2,327,21016,,, 
3514,PP2,327,22126,,, 
3514,PP2,327,22557,,, 
3515,PP2,327,20496,,, 
3515,PP2,327,21016,,, 
3515,PP2,327,22126,,, 
3515,PP2,327,22557,,, 
3516,PP2,307,20475,,, 
3516,PP2,307,20558,94,POPE, O12 O13 P
3516,PP2,307,20757,94,POPE, O12 O13 P
3516,PP2,307,21343,,, 
3516,PP2,327,20496,,, 
3516,PP2,327,21016,,, 
3516,PP2,327,22126,,, 
3516,PP2,327,22557,,, 
3517,PP2,327,20496,,, 
3517,PP2,327,21016,,, 
3517,PP2,327,22126,,, 
3517,PP2,327,22557,,, 
3518,PP2,327,20496,,, 
3518,PP2,327,21016,,, 
3518,PP2,327,22126,,, 
3518,PP2,327,22557,,, 
3519,PP2,327,20496,,, 
3519,PP2,327,21016,,, 
3519,PP2,327,22126,,, 
3519,PP2,327,22557,,, 
3520,PP2,327,20496,,, 
3520,PP2,327,21016,,, 
3520,PP2,327,22126,,, 
3520,PP2,327,22557,,, 
3521,PP2,327,20496,,, 
3521,PP2,327,21016,,, 
3521,PP2,327,22126,,, 
3521,PP2,327,22557,,, 
3522,PP2,327,20496,,, 
3522,PP2,327,21016,,, 
3522,PP2,327,22126,,, 
3522,PP2,327,22557,,, 
3523,PP2,307,20475,,, 
3523,PP2,307,20558,47,POPE, HN1 O12 O13 P
3523,PP2,307,20757,47,POPE, O13
3523,PP2,307,21343,,, 
3523,PP2,327,20496,,, 
3523,PP2,327,21016,,, 
3523,PP2,327,22126,,, 
3523,PP2,327,22557,,, 
3524,PP2,327,20496,,, 
3524,PP2,327,21016,,, 
3524,PP2,327,22126,,, 
3524,PP2,327,22557,,, 
3525,PP2,327,20496,,, 
3525,PP2,327,21016,,, 
3525,PP2,327,22126,,, 
3525,PP2,327,22557,,, 
3526,PP2,327,20496,,, 
3526,PP2,327,21016,,, 
3526,PP2,327,22126,,, 
3526,PP2,327,22557,,, 
3527,PP2,327,20496,,, 
3527,PP2,327,21016,,, 
3527,PP2,327,22126,,, 
3527,PP2,327,22557,,, 
3528,PP2,327,20496,,, 
3528,PP2,327,21016,,, 
3528,PP2,327,22126,,, 
3528,PP2,327,22557,,, 
3529,PP2,327,20496,,, 
3529,PP2,327,21016,,, 
3529,PP2,327,22126,,, 
3529,PP2,327,22557,,, 
3530,PP2,327,20496,,, 
3530,PP2,327,21016,,, 
3530,PP2,327,22126,,, 
3530,PP2,327,22557,,, 
3531,PP2,327,20496,,, 
3531,PP2,327,21016,,, 
3531,PP2,327,22126,,, 
3531,PP2,327,22557,,, 
3532,PP2,327,20496,,, 
3532,PP2,327,21016,,, 
3532,PP2,327,22126,,, 
3532,PP2,327,22557,,, 
3533,PP2,327,20496,,, 
3533,PP2,327,21016,,, 
3533,PP2,327,22126,,, 
3533,PP2,327,22557,,, 
3534,PP2,327,20496,,, 
3534,PP2,327,21016,,, 
3534,PP2,327,22126,,, 
3534,PP2,327,22557,,, 
3535,PP2,327,20496,,, 
3535,PP2,327,21016,,, 
3535,PP2,327,22126,,, 
3535,PP2,327,22557,,, 
3536,PP2,327,20496,,, 
3536,PP2,327,21016,,, 
3536,PP2,327,22126,,, 
3536,PP2,327,22557,,, 
3537,PP2,327,20496,,, 
3537,PP2,327,21016,,, 
3537,PP2,327,22126,,, 
3537,PP2,327,22557,,, 
3538,PP2,327,20496,,, 
3538,PP2,327,21016,,, 
3538,PP2,327,22126,,, 
3538,PP2,327,22557,,, 
3539,PP2,327,20496,,, 
3539,PP2,327,21016,,, 
3539,PP2,327,22126,,, 
3539,PP2,327,22557,,, 
3540,PP2,327,20496,,, 
3540,PP2,327,21016,,, 
3540,PP2,327,22126,,, 
3540,PP2,327,22557,,, 
3541,PP2,327,20496,,, 
3541,PP2,327,21016,,, 
3541,PP2,327,22126,,, 
3541,PP2,327,22557,,, 
3542,PP2,327,20496,,, 
3542,PP2,327,21016,,, 
3542,PP2,327,22126,,, 
3542,PP2,327,22557,,, 
3543,PP2,327,20496,,, 
3543,PP2,327,21016,,, 
3543,PP2,327,22126,,, 
3543,PP2,327,22557,,, 
3544,PP2,327,20496,,, 
3544,PP2,327,21016,,, 
3544,PP2,327,22126,,, 
3544,PP2,327,22557,,, 
3545,PP2,327,20496,,, 
3545,PP2,327,21016,,, 
3545,PP2,327,22126,,, 
3545,PP2,327,22557,,, 
3546,PP2,327,20496,,, 
3546,PP2,327,21016,,, 
3546,PP2,327,22126,,, 
3546,PP2,327,22557,,, 
3547,PP2,327,20496,,, 
3547,PP2,327,21016,,, 
3547,PP2,327,22126,,, 
3547,PP2,327,22557,,, 
3548,PP2,327,20496,,, 
3548,PP2,327,21016,,, 
3548,PP2,327,22126,,, 
3548,PP2,327,22557,,, 
3549,PP2,327,20496,,, 
3549,PP2,327,21016,,, 
3549,PP2,327,22126,,, 
3549,PP2,327,22557,,, 
3550,PP2,327,20496,,, 
3550,PP2,327,21016,,, 
3550,PP2,327,22126,,, 
3550,PP2,327,22557,,, 
3551,PP2,327,20496,,, 
3551,PP2,327,21016,,, 
3551,PP2,327,22126,,, 
3551,PP2,327,22557,,, 
3552,PP2,327,20496,,, 
3552,PP2,327,21016,,, 
3552,PP2,327,22126,,, 
3552,PP2,327,22557,,, 
3553,PP2,307,20475,,, 
3553,PP2,307,20558,,, 
3553,PP2,307,20757,,, 
3553,PP2,307,21343,,, 
3553,PP2,327,20496,,, 
3553,PP2,327,21016,,, 
3553,PP2,327,22126,,, 
3553,PP2,327,22557,,, 
3554,PP2,327,20496,,, 
3554,PP2,327,21016,,, 
3554,PP2,327,22126,,, 
3554,PP2,327,22557,,, 
3555,PP2,327,20496,,, 
3555,PP2,327,21016,,, 
3555,PP2,327,22126,,, 
3555,PP2,327,22557,,, 
3556,PP2,327,20496,,, 
3556,PP2,327,21016,,, 
3556,PP2,327,22126,,, 
3556,PP2,327,22557,,, 
3557,PP2,327,20496,,, 
3557,PP2,327,21016,,, 
3557,PP2,327,22126,,, 
3557,PP2,327,22557,,, 
3558,PP2,327,20496,,, 
3558,PP2,327,21016,,, 
3558,PP2,327,22126,,, 
3558,PP2,327,22557,,, 
3559,PP2,327,20496,,, 
3559,PP2,327,21016,,, 
3559,PP2,327,22126,,, 
3559,PP2,327,22557,,, 
3560,PP2,327,20496,,, 
3560,PP2,327,21016,,, 
3560,PP2,327,22126,,, 
3560,PP2,327,22557,,, 
3561,PP2,327,20496,,, 
3561,PP2,327,21016,,, 
3561,PP2,327,22126,,, 
3561,PP2,327,22557,,, 
3562,PP2,327,20496,,, 
3562,PP2,327,21016,,, 
3562,PP2,327,22126,,, 
3562,PP2,327,22557,,, 
3563,PP2,327,20496,,, 
3563,PP2,327,21016,,, 
3563,PP2,327,22126,,, 
3563,PP2,327,22557,,, 
3564,PP2,327,20496,,, 
3564,PP2,327,21016,,, 
3564,PP2,327,22126,,, 
3564,PP2,327,22557,,, 
3565,PP2,327,20496,,, 
3565,PP2,327,21016,,, 
3565,PP2,327,22126,,, 
3565,PP2,327,22557,,, 
3566,PP2,327,20496,,, 
3566,PP2,327,21016,,, 
3566,PP2,327,22126,,, 
3566,PP2,327,22557,,, 
3567,PP2,327,20496,,, 
3567,PP2,327,21016,,, 
3567,PP2,327,22126,,, 
3567,PP2,327,22557,,, 
3568,PP2,327,20496,,, 
3568,PP2,327,21016,,, 
3568,PP2,327,22126,,, 
3568,PP2,327,22557,,, 
3569,PP2,327,20496,,, 
3569,PP2,327,21016,,, 
3569,PP2,327,22126,,, 
3569,PP2,327,22557,,, 
3570,PP2,327,20496,,, 
3570,PP2,327,21016,,, 
3570,PP2,327,22126,,, 
3570,PP2,327,22557,,, 
3571,PP2,327,20496,,, 
3571,PP2,327,21016,,, 
3571,PP2,327,22126,,, 
3571,PP2,327,22557,,, 
3572,PP2,327,20496,,, 
3572,PP2,327,21016,,, 
